id,modo,fecha,torneo,jornada,equipo,rival,condicion,nivel_dato,F,C,P,S,IE,p_echada,p_fractura,p_gol_fractura,riesgo_compuesto,tipo_modal,ventana_modal,se_echo,minuto_real,tipo_real,se_partio,gol_en_echada,minuto_gol,resultado,banda_acertada,ventana_error,tipo_acertado,compuertas_operadas,ise,p_sobreexposicion,p_gol_sobreexposicion,se_expuso,gol_en_sobreexposicion,esquema_P,IE_recomputado_esquema6,estado_recomputo_esq6,leccion,modo_evaluacion,estado_marcador,IE_recomputado_v015,seleccion,acierto_no_testeado,IE_recomputado_v017,IE_recomputado_motor,clase_caso,gol_del_partido,gol_del_tramo_final,XI_confirmado
TDE-012,RETRO,2026-08-09,Liga AUF Uruguaya Clausura 2026,F1,Danubio,Cerro,L,B,0.50,1.00,0.63,0.33,6.2,55,60,40,13.2,ECHADA-PSI,30-45,no,,,no,no,,recibio al 23 y fue al frente 67 min sin segundo gol,no,,no,"compuerta 1 evaluada y NO activada tras corregir P1a de 0 a 0.5 - compuerta 2 no aplica (C1 igual a 1) - compuerta 3 activada (P4 a 0.5) - banda 5-7 ACTIVA, advertencia obligatoria en el output",6.7,55,40,si,no,4ind,6.9,hecho,"RETRO. Segundo falso positivo de banda media y el caso que puso la banda 5-7 bajo sospecha formal. Recibio al 23 y fue al frente los 67 minutos restantes sin conceder el segundo gol. P1a mal puntuado por narrativa: el modulo daba al equipo como favorito (mu 1.55 vs 1.23, gap ajustado mas 0.35) y se le asigno 0 por el relato de crisis. Con P1a igual a 0.5 el IE sube de 6.2 a 6.5 y la compuerta 1 ni se activa, o sea que el error de procedimiento no era conservador sino ruido. Nota cruzada con el EFE: COLAPSO EN CASCADA estaba activo y no se cumplio. Tercera evidencia a favor de mantener la goleada calibrada en 8-15 por ciento y no en 30-40 | RECONCILIACION v0.1.3.1 con la salida de Regresion al Nivel: mu del partido 1.55 contra 1.23, diferencial mas 0.32, gap 0.47 leve tiende a mejorar, ajustado mas 0.28, forma ultimos 5 de 0.80 pts (cinco sin ganar), 14o con 248 PJ. Se confirman los numeros que el parche citaba (mu 1.55 vs 1.23, gap ajustado mas 0.35). Recomputado sobre el esquema de 6 indicadores el bloque P sube de 0.63 a 0.75 y el IE de 6.2 a 6.5, misma banda. ITEM ABIERTO: la rubrica dice que favorito con ventaja esperada es 1 y el parche asigno 0.5 al mismo equipo que declara favorito por mu. Con P1a igual a 1 el bloque P sube a 0.83 y el IE a 6.9, misma banda pero otro numero. Hace falta definir que cuenta como favorito antes de poder puntuar P1a sin criterio propio. APORTE A LA VIA 2: recibio al 23 y fue al frente 67 minutos con ISE 6.7 y P(sobreexposicion) 55 por ciento SIN conceder el segundo gol. Es el control negativo que le faltaba al ISE y cubre parcialmente el cuadrante 9. Cuarta evidencia a favor de la goleada calibrada en 8-15 por ciento: COLAPSO EN CASCADA estaba activo y el equipo no se desintegro tras recibir | v0.1.4: cerrada la definicion de favorito con la Ley de Regresion al Nivel del motor. El input de P1a es mu_partido, nunca el gap. Danubio mu 1.55 contra 1.23 es mas 0.32 y corrigiendo la localia uruguaya (real mas 0.48 a mas 0.73 contra el mas 0.382 de mu) el margen sube a mas 0.44 o mas 0.64, supera el umbral de 0.30 y P1a pasa a 1. Bloque P 0.83 e IE recomputado 6.9, misma banda que el 6.2 declarado y que el 6.5 del parche. El umbral de 0.30 esta prestado de los umbrales del gap y sigue sin validar",PRE,,,ciega,,,,normal,,,
TDE-013,RETRO,2026-08-09,Liga AUF Uruguaya Clausura 2026,F1,Montevideo Wanderers,Defensor Sporting,V,C,0.38,0.17,0.33,0.25,3.0,22,18,40,1.6,BLOQUE BAJO ESTRUCTURAL (sin echada),75-90,no,,,no,no,,gano 0-1 de visitante,si,,si,compuerta 1 evaluada y no activada (P1a 0.5) - compuerta 2 activada sin efecto numerico (S2 ya era 0) - compuerta 3 activada (P4 a 0.5) - regla n/a de S3 aplicada,1.7,18,35,no,no,6ind,3.0,hecho,"RETRO. Tercera confirmacion de la leccion de TDE-001 y TDE-011: repliegue entrenado con C1 igual a 0 y ocho partidos de rodaje sostiene los 90 minutos sin fractura. Siete fechas del Intermedio invicto con 4 goles en contra mas la final. Gano de contragolpe al minuto 90 con tres suplentes en la jugada (Sanchez cambio de frente, Rivero remato, Labandeira al rebote). Aportes de rubrica: regla n/a de S3, porque se lo habia puntuado 0.5 por saber el rival salir jugando cuando este equipo no presiona alto y no tiene primera linea que pueda ser superada; y separacion de P1c, porque estaba 6o en la Anual y en zona de descenso por promedios al mismo tiempo. Con las tres compuertas y la regla n/a apiladas el IE baja de 3.4 a 3.0",PRE,,,ciega,,,,normal,,,
TDE-014,RETRO,2026-08-09,Liga AUF Uruguaya Clausura 2026,F1,Defensor Sporting,Montevideo Wanderers,L,C,0.25,0.67,0.58,0.33,4.4,35,50,55,9.6,SOB,75-90,no,,SOB,no,no,90,perdio 0-1 de local,si,0,no,"compuerta 1 evaluada y NO activada tras corregir P1a de 0 a 0.5 con el mu del partido - compuerta 2 no aplica (C1 igual a 1) - compuerta 3 activada (P4 a 0.5) - S3 puntuado normal, el equipo si presiona alto",10.0,80,55,si,si,6ind,4.4,hecho,"RETRO. EL CASO QUE OBLIGO A ABRIR LA VIA 2. El IE 4.4 acerto en decir que no se echaria y no vio el gol, porque el mecanismo fue el espejo del que mide. Concedio al minuto 90 de contragolpe con los dos laterales arriba y sin volante de contencion tras un cambio de frente. Reconstruido con el ISE: SOB1 igual a 1 (local obligado, objetivo de copa a siete puntos, ocho partidos sin ganar recien cortados), SOB2 igual a 1 (rest defense inexistente ya documentado en el Bloque H del EFE de la misma sesion), SOB3 igual a 1 (rival con contragolpe como plan A y banco de piernas frescas) da ISE 10 y P(sobreexposicion) 80 por ciento. Segundo error de procedimiento de P1a identico al de TDE-012: se puntuo 0 por narrativa y con el mu del partido (1.30 vs 1.46, diferencial menos 0.16, corrigiendo la localia sudamericana real de mas 0.5 a 0.7 contra el mas 0.38 de mu) queda empate tecnico y P1a igual a 0.5. Hallazgo que bloquea el candidato de P1a por mu: el gap diferencial ajustado era mas 0.72 y el diferencial de mu menos 0.16, apuntan en direcciones opuestas y darian P1a 1 contra P1a 0.5. Advertencias: es RETRO y el ISE se construyo conociendo el resultado, y la salida de Regresion al Nivel usada era un snapshot post-partido con la forma de los ultimos 5 incluyendo este partido | v0.1.4: el hallazgo de este caso queda confirmado por el motor. mu_partido y gap son cantidades distintas por construccion: mu_partido usa rival y localia reales y responde quien es favorito, el gap compara la forma contra una expectativa generica con rival 2.0 y localia 0.5. Que dieran mas 0.72 y menos 0.16 no era una inconsistencia del dato sino dos preguntas distintas. El numero correcto para P1a era mu y daba 0.5, o sea que la puntuacion recomputada en este caso se sostiene sin cambios",PRE,,,ciega,,,,normal,,,
TDE-015,RETRO,2026-08-09,Liga AUF Uruguaya Clausura 2026,F1,Boston River,Nacional,V,B,0.38,0.67,0.58,0.67,5.5,48,47,45,10.2,ECHADA-VOL,75-90,no,,,no,no,,gano 1-2 de visitante,si,,,"compuerta 1 evaluada y NO activada (P1a igual a 1 por ventaja ya obtenida) - compuerta 2 NO aplica (C1 igual a 1) - compuerta 3 evaluada y no activada (P4 igual a 0) - banda 5-7 ACTIVA, advertencia obligatoria",3.3,28,35,no,no,6ind,5.3,hecho_sin_procedencia,"RETRO. Faltaba el tercer partido de la fecha 1 del Clausura uruguayo en el registro. IE CONDICIONAL al escenario 2-1 desde el minuto 65, no es un IE pre-partido: el modulo no tiene modo formal para IE de ventana y queda declarado como observacion, no como validacion. Protegio un 2-1 de visitante en el Gran Parque Central durante 25 minutos con repliegue improvisado (C1 igual a 1), zaga rearmada por sanciones y publico hostil al rival, y NO concedio. Nacional no genero una sola ocasion clara; su unica llegada fue al 90 mas 7 de un centro largo con catarata de rebotes. Firma de BLOQUE SOSTENIDO: 1 de 3 senales confirmada (sin remates limpios desde el borde del area), 2 sin dato con Nivel B, asi que la firma NO se declara completa. Falsador en zona gris por el rebote del 90 mas 7. CUARTO caso de la banda 5-7 sin echada junto a TDE-006, TDE-011 y TDE-012: los cuatro comparten C1 igual a 1, lo que sugiere que el driver no es solo el peso del bloque C sino que C1 empuja hacia arriba en cualquier equipo sin bloque bajo entrenado. F3 puntuado 0.5 por regla de procedencia: el unico impacto documentado desde el banco en 2026 es el gol de Gaston Ramirez al 90 en la fecha 1 del Apertura, contra este mismo rival | RECONCILIACION v0.1.4 con la salida de Regresion al Nivel (recibida despues de declarar): mu del partido 0.84 contra 1.94, gap 0.75 fuerte tiende a mejorar, ajustado 0.53, forma ultimos 5 de 0.40 pts, 12o con 262 PJ, confianza mu MEDIA. Tiene el mu mas bajo por 1.10, muy por encima del umbral de 0.30, asi que la regla de input inviolable de v0.1.4 manda sobre la clausula ventaja ya obtenida con la que se habia puntuado: P1a pasa de 1 a 0, se ACTIVA la compuerta 1 y el bloque P se topea en 0.50 (bajaba de 0.58). IE recomputado 5.3, misma banda. Segunda activacion de la compuerta 1 en el registro y la primera con efecto numerico. ITEM ABIERTO NUEVO: la escala de P1a de v0.1.4 no tiene casillero para un NO favorito que YA obtuvo la ventaja, que es el escenario clasico de echada (el chico aguantando de visitante). Puntuado por mu, el modulo asigna riesgo psicologico bajo a los 25 minutos mas peligrosos del partido. No se resuelve por decision propia | v0.1.5: MODO COND formalizado y este es el caso que lo obligo. Con el modo condicional de ventana P1a vuelve a 1 por ventaja obtenida, la compuerta 1 NO se activa y el IE vuelve a 5.5, igual que el declarado. El 5.3 de la reconciliacion estricta de v0.1.4 queda como el sintoma numerico de un hueco de definicion, no como una correccion de estimacion. Se activa ademas la bandera VENTAJA-INESPERADA (ventaja obtenida por el equipo de mu mas bajo por 1.10) como agravante declarado de P(fractura dado echada), sin coeficiente numerico porque con un solo caso seria inventar precision. Este caso no acredita validacion predictiva por ser COND",COND,2-1 a favor desde el 65 - ventana evaluada 65-90,5.5,ciega,,,,normal,,,
TDE-016,RETRO,2026-08-09,Liga AUF Uruguaya Clausura 2026,F1,Nacional,Boston River,L,B,0.38,0.83,0.50,0.50,5.4,47,60,55,15.5,SOB,75-90,no,,SOB,no,no,,perdio 1-2 de local,si,0,si,"compuerta 1 ACTIVA CON EFECTO NUMERICO (P1a igual a 0 topea el bloque P en 0.5, bajaba de 0.67) - compuerta 2 NO aplica (C1 igual a 1) y S2 ya era 0 - compuerta 3 ACTIVADA (P4 a 0.5 por publico hostil que no llega al vestuario) - banda 5-7 ACTIVA",10.0,80,55,si,no,6ind,5.4,hecho,"RETRO. Segundo caso del registro con ISE 10 y el primero que NO concedio. Necesitaba el gol los ultimos 25 minutos tras el 1-2 del minuto 65: SOB1 igual a 1, SOB2 igual a 1 heredado directo del Bloque H y del M4 del DTP de la misma sesion (rest defense inexistente, el 1-2 nacio exactamente de eso) y SOB3 igual a 1 (rival con contragolpe como plan A y banco con Ramirez y Avenatti). Se expuso: termino con Boggio de lateral improvisado, debut absoluto de Benjamin Nunez y sin volante de contencion. El falsador se confirmo en sentido inverso. HALLAZGO DECLARABLE: la explicacion de que no concediera no esta en su propia estructura sino en la del rival, que ganando de visitante eligio administrar en lugar de contragolpear con volumen. La echada voluntaria de un equipo puede cancelar la sobreexposicion del otro y el modulo no modela esa interaccion. Con TDE-014 la via 2 va 1 gol en 2 casos de ISE 10, frecuencia observada 50 por ciento, consistente con la P(gol dado sobreexposicion) de 55 por ciento que la tabla asigna al perfil de rival mas peligroso. Es el primer dato que la via 2 tiene sobre si misma | RECONCILIACION v0.1.4: mu del partido 1.94 contra 0.84, gap 0.10 equilibrio, ajustado 0.07, forma ultimos 5 de 1.40 pts, nivel 2.33, 7o con 326 PJ. El numero dice lo contrario que el estado de la ventana y hay que decirlo: por mu Nacional era favorito claro, pero P1a igual a 0 se sostiene por la segunda clausula de la escala (necesita ganar y va a ir al frente), que en la ventana 65-90 era un hecho observable y no una narrativa. IE sin cambios. TRAMPA 1 CONFIRMADA: la forma de los ultimos 5 incluye este mismo partido (la L mas reciente del local y la W mas reciente del visitante son el 1-2 del 09.08), asi que el mu de la fecha 1 no es limpio para un calculo pre-partido y la recomputacion de TDE-015 y TDE-016 hereda la limitacion. La direccion es tan amplia (1.10) que no se invierte al quitar un partido, pero la magnitud no es utilizable. Nota adicional: el gap diferencial menos 0.65 y el diferencial de mu mas 1.10 apuntan en direcciones opuestas, segunda aparicion del hallazgo de TDE-014 | v0.1.5: marcado COND. P1a igual a 0 se sostiene en el modo condicional (va perdiendo y necesita ganar), asi que el IE no cambia. Este caso da origen a la REGLA DE INTERACCION ENTRE VIAS de INDICE_IE.md y a la disciplina 14 del SKILL: la echada voluntaria del rival cancelo la sobreexposicion propia. Obligatorio declarar la interaccion al estimar P(gol dado sobreexposicion) y prohibido aplicarle coeficiente hasta N igual o mayor a 8 en la via 2",COND,1-2 en contra desde el 65 - ventana evaluada 65-90,5.4,ciega,,,,normal,,,
TDE-017,DECLARADO,2026-08-15,Liga AUF Uruguaya Clausura 2026,F2,Nacional,Racing,V,C,0.38,0.83,0.50,0.50,5.4,47,60,55,15.5,SOB,75-90,,,,,,,,,,,"compuerta 1 ACTIVA CON EFECTO (P1a igual a 0 topea el bloque P en 0.5, bajaba de 0.583) - compuerta 2 NO aplica (C1 igual a 1) - compuerta 3 ACTIVADA (P4 a 0.5) - banda 5-7 ACTIVA, advertencia obligatoria en el output",8.3,72,50,,,6ind,4.9,hecho,"DECLARADO pre-partido. AVISO: la fecha 2 no tenia fijacion oficial de la Mesa Ejecutiva al declarar; rival y sede proyectados por espejo del fixture del Apertura y la suspension de City Torque contra Penarol de la fecha 1 puede correr la fecha. Si el rival cambia, la fila se anula y se vuelve a declarar sin reescribirla. SIN salida de Regresion al Nivel en la sesion: P1a se puntuo con criterio cualitativo declarado y no con mu_partido calculado. Racing es local, campeon del Apertura 2026 y tercero de la Anual con 41 puntos contra 35 del visitante; corrigiendo la localia uruguaya real el margen a favor del local supera 0.30, asi que Nacional tiene el mu mas bajo y ademas necesita ganar. Tipo modal SOB porque el ISE 8.3 supera al IE 5.4: es el tercer registro consecutivo del mismo mecanismo en este equipo. Falsador - si Nacional termina el partido con un volante de contencion fijo por delante de los centrales y sin que sus dos laterales esten simultaneamente por delante de la linea media en el tramo 75-90, el diagnostico SOB estaba mal asignado | RECONCILIACION v0.1.4 antes del partido: el criterio cualitativo declarado queda VALIDADO por el numero. mu_partido de Nacional para este partido es 1.00 y el motor etiqueta el rival como duro; Racing es local y de nivel superior, el margen supera 0.30, P1a igual a 0 confirmado y la compuerta 1 sigue activa con efecto. Lo que cambia es F2: el motor confirma 6 dias de descanso, sin viaje, y el partido siguiente (Progreso de local) es accesible, asi que F2 baja de 0.5 a 0 y el bloque F de 0.38 a 0.25. IE recomputado 4.9 y el caso SALE de la banda 5-7, con lo que la advertencia de banda deja de aplicar. P(echada) baja de 47 a 42 por ciento y el riesgo compuesto de la via 1 de 15.5 a 13.9 por ciento. La lectura no se mueve: tipo modal SOB con ISE 8.3 y via 2 en 36 por ciento. La fila declarada no se sobreescribe y la lectura operativa del partido es la recomputada | v0.1.5: lectura operativa IE 4.9 con la regla de procedencia del dato de F2 (dias de descanso y dureza del proximo rival del motor, no a ojo). Primera vez que esa regla mueve un IE de banda: sale de 5-7 y la advertencia deja de aplicar",PRE,,4.9,ciega,,,,normal,,,
TDE-018,DECLARADO,2026-08-15,Liga AUF Uruguaya Clausura 2026,F2,Boston River,Danubio,L,C,0.38,0.50,0.67,0.67,5.3,46,35,40,6.4,SOB,75-90,,,,,,,,,,,"compuerta 1 evaluada y NO activada (P1a igual a 0.5, escenario abierto) - compuerta 2 NO aplica (C1 igual a 1) - compuerta 3 evaluada y no activada (P4 igual a 0, ambiente sano) - regla n/a de S3 NO aplicada porque el equipo presiona - banda 5-7 ACTIVA",6.7,55,40,,,6ind,5.9,hecho,"DECLARADO pre-partido, mismo aviso de fijacion no oficial que TDE-017. C3 ACTUALIZADO DESDE TDE-015 de 0.5 a 0: sostuvo el 2-1 en el Gran Parque Central 25 minutos sin conceder ocasion clara y con el 0-1 en Progreso ya son dos ventajas de un gol sostenidas esta temporada, asi que el bloque C baja de 0.67 a 0.50. Es la primera vez que el registro se retroalimenta dentro de la misma sesion. P1a igual a 0.5 por criterio cualitativo declarado: local contra un rival en zona de descenso que acaba de perder en casa, dos equipos de aproximadamente 1.00 ppp, margen de mu dentro de 0.30. Si el umbral de 0.30 estuviera mas abajo, P1a igual a 1 sube el bloque P a 0.75 y el IE a 5.5. CUADRANTE NUEVO declarado: partido de seis puntos en el que ambos equipos necesitan ganar, asi que las dos SOB1 valen 1 y la regla de asimetria del modulo (uno aguanta, el otro busca) no se cumple. Ninguno de los dos es candidato a echada. Falsador - si Boston River termina el partido con los dos laterales por detras de la linea media en el tramo 75-90 y sin faltas tacticas propias en el circulo central, el diagnostico SOB estaba mal asignado | RECONCILIACION v0.1.4 antes del partido: se cumple el escenario que la propia fila declarada anticipo. mu_partido de Boston River es 1.50 con rival etiquetado blando; Danubio es visitante, viene de perder en su casa y esta en zona de descenso, el margen supera 0.30 y P1a pasa de 0.5 a 1, con lo que el bloque P sube de 0.67 a 0.75 tal como estaba previsto. Y F2 sube de 0 a 0.5 porque el motor da 5 dias de descanso y no 6, lo que cae en la franja media: bloque F de 0.38 a 0.50. IE recomputado 5.9, sigue en la banda 5-7 y la advertencia se mantiene. P(echada) 46 a 55 por ciento, riesgo de via 1 a 7.7 por ciento y via 2 en 22 por ciento: el tipo modal sigue siendo SOB pero la brecha entre las dos vias se cierra. SALVEDAD: el mu_partido de Danubio no esta en el panel y el margen se infiere de la etiqueta blando mas su condicion de visitante en zona de descenso. La fila declarada no se sobreescribe y la lectura operativa del partido es la recomputada | v0.1.5: lectura operativa IE 5.9. Aporta el CUADRANTE 10 al listado de faltantes (partido de seis puntos con las dos SOB1 en 1, donde la regla de asimetria del modulo no aplica) y el precedente de retroalimentacion del registro dentro de una misma sesion via C3",PRE,,5.9,ciega,,,,normal,,,
TDE-021,RETRO,2026-08-10,LigaPro Serie A Ecuador 2026 Primera Etapa,F24,Deportivo Cuenca,Manta FC,L,B,0.38,0.83,0.92,0.50,6.3,55,60,38,12.5,SOB,75-90,no,,SOB,no,no,84,perdio 1-2 de local,si,0,si,"compuerta 1 evaluada y NO activada (P1a igual a 1 por mu_partido 1.83 contra 0.97, margen 0.86 confirmado por el motor) - compuerta 2 NO aplica (C1 igual a 1) - compuerta 3 evaluada y NO activada (P4 igual a 1, impagos que tocan al plantel) - advertencia de escala completa ACTIVA",8.3,72,40,si,si,6ind,6.3,hecho,"RETRO CIEGO, declarado despues del partido: NO acredita credito predictivo. Riesgo del tramo final tomado por la via 2 (28.8 por ciento) sobre la via 1 (12.5), tipo modal SOB, y el gol llego al 84 dentro de la ventana 75-90 declarada, por conduccion central con espacio y remate de media distancia de Verges. G-BLOQUE quedo DESACTIVADA porque el bloque de Manta es estructural con 23 partidos de rodaje, y eso subio el ISE del que atacaba: es la primera aplicacion registrada de esa regla de integracion. RECONCILIACION CON EL MOTOR: P1a igual a 1 confirmado sin correccion en los dos lados del partido, primera vez en el registro que un P1a cualitativo valida en ambos equipos. F2 CORREGIDO de 0 a 0.5 porque el motor da 5 dias al siguiente partido (ORE V mu 1.16 5d) y no los 8 de descanso previo que se habian estimado, con lo que el bloque F sube de 0.375 a 0.50 y el IE de 6.3 a 6.8. Tercera correccion consecutiva de F2 por el motor sobre tres intentos: motivo de la disciplina 21. El gap diferencial ajustado era menos 0.57 a favor del visitante mientras mu daba al local favorito por 0.86: configuracion de TDE-014 repetida, y la prohibicion 1 del bloque P sigue vigente, la tendencia del gap NO entra al analisis del tramo final aunque el resultado la favorezca en retrospectiva. Aviso de procedencia: el snapshot del motor estaba mezclado, campos numericos pre-partido y tira de forma mas posicion post-partido, por eso Nivel B y no A.",PRE,,6.8,ciega,no,6.8,,normal,,,
TDE-022,RETRO,2026-08-10,LigaPro Serie A Ecuador 2026 Primera Etapa,F24,Manta FC,Deportivo Cuenca,V,B,0.50,0.33,0.50,0.50,4.6,38,30,52,5.9,ECHADA-VOL,75-90,no,,,no,no,,gano 2-1 de visitante,si,,,"compuerta 1 ACTIVADA sin efecto numerico (P1a igual a 0 topea el bloque P en 0.5, el promedio ya daba 0.5) - compuerta 2 ACTIVADA (C1 igual a 0 topea S2 en 0.5) - compuerta 3 ACTIVADA (P4 a 0.5, crisis institucional que no llega al vestuario) - regla n/a de S3 APLICADA porque F4 igual a 0 y C1 igual a 0, S promediado sobre S1 y S2",3.3,28,40,no,no,6ind,4.6,hecho,"RETRO CIEGO: NO acredita credito predictivo. Se puso 1-0 al 15, le empataron al 44 y gano al 84 sin partirse en ningun momento. QUINTA confirmacion de la leccion de TDE-001, TDE-011, TDE-013 y TDE-015: repliegue entrenado con C1 igual a 0 y rodaje suficiente sostiene los 90 minutos y manda P(fractura) a la banda baja. Las tres compuertas y la regla n/a de S3 operaron apiladas, cuarto caso del registro con ese perfil de equipo. P1a igual a 0 confirmado por el motor sin correccion (mu_partido 0.97 contra 1.83). F2 igual a 0.5 confirmado y doblemente justificado: el motor da 4 dias al siguiente partido (LEO L mu 1.27 4d) mas el viaje desde el nivel del mar a 2560 metros. SOB1 se puntuo 0.5 y no 1 aplicando la disciplina 18, con la tabla y no con el adjetivo de la previa: ultimo con 14 puntos y cinco fechas, de visitante rescata y apuesta en casa contra Leones. HALLAZGO QUE CIERRA EL CUADRANTE 11 CON SIGNO OPUESTO: en TDE-016 el visitante con ventaja administro y cancelo la sobreexposicion del local, aca no administro y la castigo. Con los dos signos observados la interaccion entre vias deja de ser candidata a coeficiente de forma estructural y no temporal, ver disciplina 14 reescrita en v0.1.7.",PRE,,4.6,ciega,no,4.6,,normal,,,
TDE-023,RETRO,2026-08-10,Liga de Primera Chile 2026,F18,Audax Italiano,Nublense,L,B,0.25,0.67,0.83,0.50,5.3,50,48,45,10.8,SOB,75-90,no,,SOB (vehiculo no modelado: penal de VAR),no,no,90+2,empato 2-2 de local,si,ver hueco 90 mas,parcial,"compuerta 1 evaluada y NO activada (P1a igual a 0.5, escenario abierto por mu 1.39 contra 1.35 con localia corregida) - compuerta 2 NO aplica (C1 igual a 1, sin repliegue ensayado) - compuerta 3 APLICADA con desdoble (P4 a 0.5, publico hostil y presion mediatica que no llegan al vestuario) - regla n/a de S3 NO aplica (Audax presiona de forma selectiva, F4 igual a 0.5) - regla especial F NO aplica (F1 igual a 0) - advertencia de escala completa ACTIVA - advertencia de banda 5-7 ACTIVA (IE 5.3, y comparte C1 igual a 1 con los cuatro casos de esa banda que no se echaron)",6.7,60,45,si,parcial,6ind,5.3,hecho,"RETRO CIEGO declarado despues del partido: NO acredita credito predictivo, si entra a las tasas de frecuencia. Riesgo del tramo final tomado por la via 2 (27 por ciento) sobre la via 1 (10.8), tipo modal SOB, ventana 75-90. P1a EN EL BORDE DEL UMBRAL: mu_partido 1.39 contra 1.35, y con la correccion de localia sudamericana al punto medio del rango declarado (mas 0.22) el margen queda en mas 0.26, dentro de 0.30, luego P1a igual a 0.5 escenario abierto. Con el extremo alto del rango (mas 0.35, coeficiente peruano) el margen sube a mas 0.39, cruza el umbral, P1a pasa a 1 y el IE sube de 5.3 a 5.7. Chile no tiene coeficiente propio declarado en la rubrica y el umbral de 0.30 sigue prestado de los umbrales del gap. Declarado por exigencia de v0.1.4. PROCEDENCIA DEL DATO, nivel B: el snapshot del motor estaba CONTAMINADO POST-PARTIDO. La tira de forma de ultimos 5 incluye el propio 2-2 de esta fecha como la D mas reciente en los dos equipos, y los proximos arrancan en la fecha 19. mu_partido si es valido porque se calcula con niveles previos, y los campos de proximos si son validos para F2 porque listan los partidos posteriores a esta fecha. Los dias de descanso PREVIOS no estan en el snapshot y se tomaron del calendario (9 dias desde F17), declarado como dato de fixture y no de motor. Trampa 1 de la disciplina de P1a, primera vez que se detecta antes de puntuar y no despues. P(gol|fractura) BAJADA de la banda alta por defecto (50-65) a 45 con justificacion explicita segun exige v0.1.7: Nublense presento cero delanteros nominales y su maximo goleador acumula 3 goles en 16 fechas, no hay referencia de area que castigue una fractura. CIERRE: Audax NO se echo, metio a Pizarro al 83 y siguio al frente, y el penal del 90+10 lo gana un delantero suyo dentro del area rival. SI se expuso y SI concedio en el tramo, pero el vehiculo fue una mano sancionada por VAR y no la transicion que el ISE modela, por eso tipo_acertado parcial. HUECO DECLARADO Y NO CORREGIDO, ventana 90 mas: el modulo trabaja con seis ventanas de 15 minutos que terminan en el 90 y este partido tuvo una septima de doce minutos donde se jugaron los dos goles (90+2 y 90+10). Ningun modulo del SAD representa el gol concedido en tiempo anadido por evento arbitral. Analogo estructural al hueco de la roja al arquero de TDE-019: el resultado observable coincide con lo declarado pero por un mecanismo que ninguna capa modela. CANDIDATO DECLARADO Y NO APLICADO: ventana 90 mas con duracion endogena estimada desde eventos contables (revisiones de VAR, goles, cambios, atenciones) en lugar de numero fijo, y funcionando como AMPLIFICADOR de la via ya activa y no como via nueva. Aca pegaba en los dos lados. Sub-hipotesis publicable: la administracion del reloj del que va ganando GENERA el anadido que despues tiene que sobrevivir, mecanismo cerrado y falsable que encaja en la ficha de ECHADA-VOL. No se aplica con un caso y porque introducir una ventana nueva mueve las ventanas modales de todo el registro, con un MAE ya sesgado tardio seis veces seguidas. NO SE CODIFICA sesgo arbitral como variable: en este partido el anadido perjudico al que iba ganando (Nublense marco al 90+2 y Audax empato al 102), y una variable de parcialidad asumida en vez de medida se convierte en el termino que absorbe todos los fallos del modulo, que es la disciplina 9 con nombre nuevo. Via de test correcta si se quiere abrir: dataset a nivel arbitro con anadido concedido e intervenciones de VAR, partido a partido, separado por local y visitante, contra la media de liga. OBSERVACION EXTERNA A REGISTRAR, no medida: el usuario reporta haber visto en Liga MX partidos con dos y tres goles en tiempo anadido. Si el fenomeno tiene densidad de liga, la ventana 90 mas deja de ser un caso de borde y pasa a ser un tramo con tasa propia. Anotado como hipotesis a testear con conteo de goles por minuto en Liga MX contra Liga de Primera Chile y Liga 1 Peru, NO como evidencia.",PRE,,5.3,ciega,no,5.3,,normal,,,
